File Name,Dataset,aid,Date,Orbit Number,Build ID,Scene ID,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020207233839_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-07-25 23:38:39 UTC,11646,0601,003,3292.0,4.0411,475.7177,"(4.0411,475.7177)",90.2833,86.1961,7429.7634,146.5932,296.5267,50.3531,4.0411,28.2717
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020207233931_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-07-25 23:39:31 UTC,11646,0601,004,36262.0,59.1815,598.2846,"(59.1815,598.2846)",199.3159,135.0347,18234.3574,267.5406,539.2726,160.8696,59.1815,86.3572
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020210225209_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-07-28 22:52:09 UTC,11692,0601,004,540534.0,27.5562,373.6027,"(27.5562,373.6027)",119.8519,32.6225,1064.2259,143.7587,216.5864,123.0436,27.5562,95.1673
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020211220351_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-07-29 22:03:51 UTC,11707,0601,003,233004.0,0.9052,387.7033,"(0.9052,387.7033)",108.4371,43.4271,1885.9108,137.8387,235.6979,104.902,0.9052,72.4944
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020211220443_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-07-29 22:04:43 UTC,11707,0601,004,66929.0,60.7984,434.9613,"(60.7984,434.9613)",154.4507,42.9382,1843.6908,169.5927,230.6395,153.9678,67.8627,128.8826
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020214211832_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-08-01 21:18:32 UTC,11753,0601,004,385300.0,101.2139,350.2137,"(101.2139,350.2137)",190.0565,28.9023,835.3438,203.404,244.1633,190.398,135.4715,176.2304
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020218194503_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-08-05 19:45:03 UTC,11814,0601,004,539891.0,59.3543,303.7403,"(59.3543,303.7403)",199.9728,26.3737,695.571,216.9236,263.0794,202.2323,139.977,186.1446
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020219185708_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-08-06 18:57:08 UTC,11829,0601,005,119945.0,14.6389,348.6397,"(14.6389,348.6397)",171.0341,42.4953,1805.8463,194.8177,264.0848,173.0772,79.3635,148.6304
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020222181046_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-08-09 18:10:46 UTC,11875,0601,003,245833.0,111.6103,270.2551,"(111.6103,270.2551)",185.5716,18.2809,334.1898,195.0329,222.6808,184.5022,148.9534,176.6007
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020222181138_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-08-09 18:11:38 UTC,11875,0601,004,1188814.0,81.51,361.8964,"(81.51,361.8964)",182.7265,25.6609,658.4841,199.9909,243.0593,187.5327,128.2063,171.2769
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020223004138_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-08-10 00:41:38 UTC,11879,0601,011,257332.0,26.8844,213.4915,"(26.8844,213.4915)",63.3228,16.5264,273.1222,70.4236,91.3743,63.9175,35.486,56.4481
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020223172334_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-08-10 17:23:34 UTC,11890,0601,005,503405.0,10.0078,300.6461,"(10.0078,300.6461)",165.6165,39.427,1554.4906,195.8247,272.0945,169.1956,51.1798,137.9554
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020226163710_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-08-13 16:37:10 UTC,11936,0601,005,126887.0,88.9821,200.223,"(88.9821,200.223)",138.6082,14.8126,219.4133,147.3298,173.5613,139.714,103.6007,129.8353
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020226163802_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-08-13 16:38:02 UTC,11936,0601,006,1544881.0,60.7668,251.1938,"(60.7668,251.1938)",147.7618,20.0576,402.3084,159.0725,191.6877,147.3789,104.7129,137.3286
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020227154958_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-08-14 15:49:58 UTC,11951,0601,005,645485.0,17.2732,205.7695,"(17.2732,205.7695)",139.9794,31.335,981.8837,161.4494,205.7695,151.2197,56.3973,119.4268
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020230150334_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-08-17 15:03:34 UTC,11997,0601,005,75362.0,66.5184,98.1293,"(66.5184,98.1293)",79.1162,4.1473,17.2004,81.959,91.1656,79.0679,66.7005,75.8177
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020230150426_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-08-17 15:04:26 UTC,11997,0601,006,1584243.0,61.9993,312.3791,"(61.9993,312.3791)",103.938,18.952,359.1789,115.4607,155.0993,103.2636,61.9993,89.0311
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020230213434_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-08-17 21:34:34 UTC,12001,0601,007,592762.0,25.9776,341.8926,"(25.9776,341.8926)",145.0714,38.6352,1492.6802,172.3446,248.8397,153.5648,44.8187,121.3338
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020231141621_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-08-18 14:16:21 UTC,12012,0601,006,644725.0,0.3591,255.1118,"(0.3591,255.1118)",90.1589,25.911,671.3789,107.3096,161.3211,98.6132,17.2014,71.2652
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020234132958_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-08-21 13:29:58 UTC,12058,0601,003,45701.0,15.8342,1147.0752,"(15.8342,1147.0752)",26.1038,14.1233,199.4686,28.0917,31.5183,25.8845,18.2119,24.1389
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020234133050_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-08-21 13:30:50 UTC,12058,0601,004,1621024.0,16.3849,1274.4224,"(16.3849,1274.4224)",32.6021,7.8249,61.2292,35.7002,47.4289,31.9343,16.3849,27.881
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020235124309_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-08-22 12:43:09 UTC,12073,0601,003,482314.0,14.7318,647.1771,"(14.7318,647.1771)",49.0965,42.6301,1817.3271,49.4637,86.8045,28.6933,14.7318,24.569
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020238182719_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-08-25 18:27:19 UTC,12123,0601,011,867608.0,45.4678,319.0738,"(45.4678,319.0738)",174.087,43.6762,1907.6135,203.1665,276.1912,183.8857,81.4419,154.4763
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020269233052_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-09-25 23:30:52 UTC,12607,0601,006,1624549.0,22.9728,1937.3678,"(22.9728,1937.3678)",73.6482,41.1707,1695.0247,78.4313,118.59,63.308,22.9728,51.6586
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020270224352_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-09-26 22:43:52 UTC,12622,0601,006,221655.0,1.9539,310.1389,"(1.9539,310.1389)",51.0675,44.0789,1942.9537,48.2016,70.521,40.0812,11.016,33.3209
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020273215851_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-09-29 21:58:51 UTC,12668,0601,008,1651503.0,23.2537,314.8509,"(23.2537,314.8509)",80.8043,28.7831,828.4687,93.7595,141.6097,76.1177,23.2537,61.8579
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020274211149_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-09-30 21:11:49 UTC,12683,0601,006,1344552.0,26.5192,302.8509,"(26.5192,302.8509)",89.4204,32.9561,1086.1066,106.0266,168.2499,86.0769,26.5192,64.542
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020277202605_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-10-03 20:26:05 UTC,12729,0601,005,10755.0,40.2768,199.574,"(40.2768,199.574)",77.1692,26.1865,685.7346,83.5242,116.8134,68.115,40.2768,61.2653
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020277202657_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-10-03 20:26:57 UTC,12729,0601,006,1612375.0,31.5828,295.2266,"(31.5828,295.2266)",95.6685,29.391,863.8326,108.5105,158.2757,91.7932,31.5828,75.3301
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020278193910_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-10-04 19:39:10 UTC,12744,0601,005,1536505.0,0.9905,287.5447,"(0.9905,287.5447)",89.1044,26.9649,727.1065,102.8726,151.7551,83.2425,21.5079,70.2816
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020281185412_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-10-07 18:54:12 UTC,12790,0601,008,1563465.0,37.757,273.4077,"(37.757,273.4077)",92.1153,30.1726,910.3872,104.0411,152.1412,85.3015,37.757,71.9727
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020282180616_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-10-08 18:06:16 UTC,12805,0601,005,1571050.0,1.5956,201.8919,"(1.5956,201.8919)",66.459,16.9097,285.9364,73.7858,100.8796,63.5091,28.6316,55.7231
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020285235001_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-10-11 23:50:01 UTC,12855,0601,010,1275264.0,5.1352,1997.6416,"(5.1352,1997.6416)",44.9105,103.1795,10646.0086,33.2712,57.4097,23.5993,5.1352,17.1788
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020285235053_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-10-11 23:50:53 UTC,12855,0601,011,260658.0,4.5395,1965.0389,"(4.5395,1965.0389)",41.9701,96.8165,9373.4357,35.2556,67.1035,23.2764,4.5395,14.0223
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020286163214_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-10-12 16:32:14 UTC,12866,0601,005,1235767.0,0.1292,1999.0568,"(0.1292,1999.0568)",46.268,60.7322,3688.4053,50.5347,77.9394,38.2221,4.8573,32.2637
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020289154607_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-10-15 15:46:07 UTC,12912,0601,006,717499.0,20.5808,1943.9414,"(20.5808,1943.9414)",34.3759,16.685,278.3883,36.2868,46.9721,32.9463,20.5808,29.1625
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020290145801_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-10-16 14:58:01 UTC,12927,0601,005,948373.0,0.9285,1691.3821,"(0.9285,1691.3821)",48.9588,15.8094,249.9369,54.8373,74.9631,48.7363,21.2934,41.4197
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020293204204_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-10-19 20:42:04 UTC,12977,0601,012,7833.0,41.0139,291.6006,"(41.0139,291.6006)",75.2499,35.2652,1243.6315,85.1305,130.3957,71.205,41.0139,54.7142
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020294132432_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-10-20 13:24:32 UTC,12988,0601,004,416004.0,4.6445,328.754,"(4.6445,328.754)",19.6646,27.5722,760.2251,12.402,18.8653,9.8421,4.6445,8.0924
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020301173337_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-10-27 17:33:37 UTC,13099,0601,012,3903.0,38.2242,48.2163,"(38.2242,48.2163)",43.3248,2.0493,4.1997,44.9421,48.2163,43.6325,38.2242,41.7543
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020305155923_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-10-31 15:59:23 UTC,13160,0601,004,1275031.0,14.5199,1958.8373,"(14.5199,1958.8373)",29.1599,21.713,471.4536,27.4144,34.5823,24.6554,15.4765,22.6357
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020309142459_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-11-04 14:24:59 UTC,13221,0601,006,1072444.0,5.493,1300.542,"(5.493,1300.542)",23.5098,36.0793,1301.7145,16.9625,26.9039,12.355,5.493,10.3348
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020332223311_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-11-27 22:33:11 UTC,13583,0601,004,29106.0,3.1601,1625.2954,"(3.1601,1625.2954)",8.1869,27.214,740.6022,7.2972,9.4755,6.5762,3.6275,5.8216
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020333214515_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-11-28 21:45:15 UTC,13598,0601,003,16848.0,13.8428,129.8222,"(13.8428,129.8222)",29.6108,10.3382,106.8793,33.3746,47.8881,28.1065,13.8428,23.6876
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020341183819_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-12-06 18:38:19 UTC,13720,0601,003,25809.0,17.8249,126.8271,"(17.8249,126.8271)",45.0981,13.2012,174.2721,54.9812,86.1066,45.2418,17.8249,34.1428
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020344175247_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-12-09 17:52:47 UTC,13766,0601,004,128142.0,3.7564,213.8777,"(3.7564,213.8777)",20.7519,32.6495,1065.9917,11.2093,15.218,9.5068,4.5386,8.5348
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020352144449_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-12-17 14:44:49 UTC,13888,0601,005,21769.0,1.6354,262.5157,"(1.6354,262.5157)",45.5674,71.6833,5138.4917,105.1002,257.0725,4.1778,1.6354,3.7024
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2020363172137_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2020-12-28 17:21:37 UTC,14060,0601,008,41003.0,0.0001,5.3048,"(0.0001,5.3048)",1.0751,0.6388,0.4081,1.4874,2.8435,1.013,0.0001,0.583
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2021002145952_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2021-01-02 14:59:52 UTC,14136,0601,002,98201.0,0.3813,718.6714,"(0.3813,718.6714)",46.5492,45.6065,2079.9496,87.3774,210.1697,51.7479,0.3813,2.499
