File Name,Dataset,aid,Date,Orbit Number,Build ID,Scene ID,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2018215221249_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2018-08-03 22:12:49 UTC,00437,0601,005,779778.0,32.5895,1879.8503,"(32.5895,1879.8503)",124.3177,48.741,2375.6815,148.0762,234.3977,116.2248,32.5895,90.5284
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2018218211322_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2018-08-06 21:13:22 UTC,00483,0601,005,1169440.0,42.7896,384.7906,"(42.7896,384.7906)",162.5774,36.8562,1358.3762,188.8666,259.7503,167.0611,70.7068,141.6026
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2018221201403_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2018-08-09 20:14:03 UTC,00529,0601,009,128173.0,83.1914,269.3585,"(83.1914,269.3585)",185.3567,22.7036,515.4549,199.0553,232.6827,191.0482,143.0016,176.6324
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2018222192228_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2018-08-10 19:22:28 UTC,00544,0601,005,406234.0,36.5997,305.2712,"(36.5997,305.2712)",183.7871,43.4474,1887.6732,213.1857,288.2091,193.3718,87.7878,163.0238
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2018225182301_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2018-08-13 18:23:01 UTC,00590,0601,005,1368098.0,60.2967,1990.4633,"(60.2967,1990.4633)",179.8578,30.6684,940.5514,199.6142,250.8557,183.5563,114.1968,165.4458
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2018228235228_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2018-08-16 23:52:28 UTC,00640,0601,009,46193.0,44.2762,369.5266,"(44.2762,369.5266)",104.5091,39.5873,1567.1564,117.5749,172.8158,103.6509,44.2762,80.5788
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2018231225350_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2018-08-19 22:53:50 UTC,00686,0601,014,624106.0,2.0559,219.0955,"(2.0559,219.0955)",53.859,19.3765,375.4499,69.6123,112.6396,49.2655,2.0559,40.921
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2018232153216_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2018-08-20 15:32:16 UTC,00697,0601,005,1609661.0,63.7956,224.7767,"(63.7956,224.7767)",95.6732,13.3745,178.8773,102.6451,127.1456,93.7987,63.7956,86.3113
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2018232220123_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2018-08-20 22:01:23 UTC,00701,0601,007,138641.0,54.5677,300.0313,"(54.5677,300.0313)",124.7237,29.9677,898.0625,144.9438,211.882,132.1622,54.5677,100.3012
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2018235210216_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2018-08-23 21:02:16 UTC,00747,0601,007,699250.0,41.5788,1903.7261,"(41.5788,1903.7261)",122.5466,31.5363,994.5353,142.8286,210.8159,125.4682,41.5788,97.5015
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2018238200231_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2018-08-26 20:02:31 UTC,00793,0601,009,87693.0,104.2254,541.9367,"(104.2254,541.9367)",180.604,24.9063,620.3217,198.088,254.3485,182.9367,104.8248,160.5699
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2018239124146_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2018-08-27 12:41:46 UTC,00804,0601,004,773513.0,6.6007,920.9736,"(6.6007,920.9736)",73.7178,96.8486,9379.6547,103.1295,232.9368,24.1442,6.6007,16.5894
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2018241190302_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2018-08-29 19:03:02 UTC,00839,0601,009,161939.0,33.3989,218.7407,"(33.3989,218.7407)",141.9424,16.2925,265.4449,151.3039,180.3974,139.6194,102.8048,131.9026
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2018242181034_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2018-08-30 18:10:34 UTC,00854,0601,006,1382269.0,87.9853,279.13,"(87.9853,279.13)",151.1114,19.734,389.4291,164.4922,205.8454,149.9242,95.5844,136.9212
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2018242181126_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2018-08-30 18:11:26 UTC,00854,0601,007,191550.0,78.2364,253.9137,"(78.2364,253.9137)",151.678,32.7745,1074.1705,180.242,253.9137,163.7077,78.2364,119.7072
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2018245171105_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2018-09-02 17:11:05 UTC,00900,0601,006,806134.0,27.5599,279.1307,"(27.5599,279.1307)",137.5358,27.0393,731.1243,154.308,195.2583,138.9579,86.0521,127.0054
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2018248161139_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2018-09-05 16:11:39 UTC,00946,0601,006,26577.0,48.9025,325.2104,"(48.9025,325.2104)",98.4355,22.9292,525.7479,111.2005,151.427,97.3413,48.9025,84.3377
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2018252142034_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2018-09-09 14:20:34 UTC,01007,0601,007,1062463.0,24.1105,344.4133,"(24.1105,344.4133)",50.6982,20.11,404.4117,55.4824,76.0188,47.8032,24.1105,41.7913
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2018255132105_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2018-09-12 13:21:05 UTC,01053,0601,006,1646997.0,5.9134,1961.9294,"(5.9134,1961.9294)",15.5732,7.9353,62.9695,18.2901,28.3553,14.6215,5.9134,11.5789
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019033213827_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-02-02 21:38:27 UTC,03282,0601,006,381094.0,3.5519,316.3012,"(3.5519,316.3012)",58.9618,67.8269,4600.491,128.7457,291.4401,11.6939,3.5519,9.3185
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019044002238_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-02-13 00:22:38 UTC,03439,0601,006,49831.0,0.3603,1300.4609,"(0.3603,1300.4609)",101.2513,99.1872,9838.1072,186.36,460.6481,92.941,0.3603,3.3809
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019044002330_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-02-13 00:23:30 UTC,03439,0601,007,220052.0,2.8766,625.0823,"(2.8766,625.0823)",49.0191,70.3279,4946.0173,41.6678,92.0578,12.3768,2.8766,8.0647
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019057184922_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-02-26 18:49:22 UTC,03653,0601,006,328006.0,2.0719,1997.557,"(2.0719,1997.557)",103.0994,84.9927,7223.751,135.4513,266.5145,86.4267,2.0719,48.0747
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019145011106_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-05-25 01:11:06 UTC,05009,0601,003,642590.0,5.1876,279.5359,"(5.1876,279.5359)",40.583,38.9768,1519.1923,36.2104,53.6041,30.4125,7.2201,24.6142
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019148001950_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-05-28 00:19:50 UTC,05055,0601,004,464337.0,30.5729,289.0076,"(30.5729,289.0076)",65.6688,41.0932,1688.6483,65.1514,93.5624,52.6248,30.5729,46.2088
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019148232946_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-05-28 23:29:46 UTC,05070,0601,005,5513.0,33.621,108.6022,"(33.621,108.6022)",58.2762,14.4068,207.556,67.1468,98.2514,56.255,33.621,46.408
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019151223758_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-05-31 22:37:58 UTC,05116,0601,003,222727.0,37.3519,377.0756,"(37.3519,377.0756)",120.1268,24.5243,601.4423,128.8505,154.3541,121.3163,86.3098,111.8312
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019151223850_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-05-31 22:38:50 UTC,05116,0601,004,171459.0,27.1619,402.7734,"(27.1619,402.7734)",129.0193,79.3601,6298.0218,135.9235,224.6531,98.2088,27.1619,76.7701
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019155205655_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-06-04 20:56:55 UTC,05177,0601,003,2865.0,97.3123,236.1746,"(97.3123,236.1746)",177.2298,26.2816,690.721,195.7351,236.1746,177.9629,126.0369,160.4133
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019158200534_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-06-07 20:05:34 UTC,05223,0601,004,33127.0,103.7498,377.9486,"(103.7498,377.9486)",183.4894,26.5362,704.1695,199.6869,234.1216,190.6593,140.3571,175.9524
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019162182427_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-06-11 18:24:27 UTC,05284,0601,004,1135608.0,43.9554,334.8639,"(43.9554,334.8639)",173.3002,29.4833,869.2674,187.2945,229.1687,173.7235,117.5044,159.3783
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019163005356_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-06-12 00:53:56 UTC,05288,0601,006,260358.0,27.8233,340.1056,"(27.8233,340.1056)",66.851,39.2726,1542.34,63.3816,79.8588,56.8054,35.918,52.3961
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019166164307_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-06-15 16:43:07 UTC,05345,0601,004,168639.0,44.5109,382.6799,"(44.5109,382.6799)",170.5424,36.0142,1297.0208,191.7545,244.1046,177.5858,104.4648,156.838
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019166231217_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-06-15 23:12:17 UTC,05349,0601,003,32621.0,51.7711,257.9839,"(51.7711,257.9839)",111.6744,24.3534,593.0901,127.2121,176.6751,114.588,51.7711,93.8822
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019169155103_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-06-18 15:51:03 UTC,05391,0601,004,1607.0,122.1768,207.7336,"(122.1768,207.7336)",175.245,12.4359,154.6521,184.8338,207.7336,178.5285,138.5141,165.0316
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019170150107_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-06-19 15:01:07 UTC,05406,0601,003,901118.0,30.9007,286.2868,"(30.9007,286.2868)",145.4296,26.3096,692.1947,163.512,204.5148,151.1351,95.167,136.174
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019170150159_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-06-19 15:01:59 UTC,05406,0601,004,429294.0,39.2237,449.8416,"(39.2237,449.8416)",126.3368,61.429,3773.5207,165.0107,288.494,102.9108,39.2237,82.6878
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019170213058_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-06-19 21:30:58 UTC,05410,0601,002,13272.0,59.7968,490.1963,"(59.7968,490.1963)",179.0653,63.7544,4064.6218,191.9013,263.3564,164.5913,72.713,144.1363
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019173140948_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-06-22 14:09:48 UTC,05452,0601,004,1057865.0,19.8198,281.1661,"(19.8198,281.1661)",66.1467,40.2063,1616.5468,67.408,105.9615,51.7366,19.8198,41.7005
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019173203917_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-06-22 20:39:17 UTC,05456,0601,003,527.0,106.9988,304.3777,"(106.9988,304.3777)",164.2515,35.0472,1228.3043,191.1852,199.1185,179.6239,106.9988,139.3458
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019176194715_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-06-25 19:47:15 UTC,05502,0601,004,703.0,165.278,224.5146,"(165.278,224.5146)",199.1463,12.803,163.916,206.8907,224.5146,201.3867,174.7912,194.0502
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019177122826_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-06-26 12:28:26 UTC,05513,0601,004,1062110.0,7.5668,587.6343,"(7.5668,587.6343)",35.4262,32.7025,1069.4547,32.696,49.642,27.7382,7.5668,21.3987
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019180180543_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-06-29 18:05:43 UTC,05563,0601,003,889532.0,117.0495,517.4543,"(117.0495,517.4543)",208.5658,27.3392,747.4318,228.7657,287.6072,204.9676,131.5823,189.5242
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019180180635_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-06-29 18:06:35 UTC,05563,0601,004,204065.0,0.4812,303.9424,"(0.4812,303.9424)",204.3414,46.4133,2154.1912,242.541,303.9424,204.5321,84.5358,179.3138
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019181171617_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-06-30 17:16:17 UTC,05578,0601,002,93678.0,130.7248,289.9032,"(130.7248,289.9032)",198.27,16.8397,283.5769,210.4391,246.7715,200.281,149.8065,186.1851
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019184162431_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-07-03 16:24:31 UTC,05624,0601,003,1332061.0,52.022,262.7918,"(52.022,262.7918)",158.6762,21.5554,464.6333,173.4839,215.5048,158.6624,103.4494,145.4697
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019188144413_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-07-07 14:44:13 UTC,05685,0601,003,102339.0,46.2433,298.099,"(46.2433,298.099)",99.2865,30.2222,913.3838,110.1874,158.7529,100.0333,46.2433,77.8082
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019191135301_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-07-10 13:53:01 UTC,05731,0601,005,764547.0,29.585,150.9305,"(29.585,150.9305)",56.3654,11.9189,142.0599,63.6169,85.6982,56.18,29.585,48.8951
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019192130325_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-07-11 13:03:25 UTC,05746,0601,002,882389.0,15.9452,814.5787,"(15.9452,814.5787)",35.3288,9.4578,89.4493,39.3822,55.0839,34.1216,15.9452,28.9143
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019192130417_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-07-11 13:04:17 UTC,05746,0601,003,719449.0,29.0235,206.6504,"(29.0235,206.6504)",49.636,12.8668,165.5554,53.066,68.2881,47.0048,29.0235,42.9171
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019195121215_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-07-14 12:12:15 UTC,05792,0601,003,40647.0,18.6161,525.6219,"(18.6161,525.6219)",58.6231,75.3735,5681.1698,45.2033,70.2246,34.3261,18.6161,28.519
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019195121307_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-07-14 12:13:07 UTC,05792,0601,004,6251.0,22.6802,76.0925,"(22.6802,76.0925)",39.0295,8.5995,73.9506,46.8762,60.2571,39.5182,22.6802,31.269
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019207004121_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-07-26 00:41:21 UTC,05971,0601,004,120416.0,48.9827,345.1214,"(48.9827,345.1214)",98.5251,31.5199,993.5061,102.9715,135.0342,88.8106,49.558,81.5958
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019210230008_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-07-29 23:00:08 UTC,06032,0601,003,765785.0,0.4727,275.6942,"(0.4727,275.6942)",96.6651,31.2193,974.6464,117.524,180.3164,99.4752,12.8607,75.657
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019210230100_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-07-29 23:01:00 UTC,06032,0601,004,357177.0,43.0983,359.0798,"(43.0983,359.0798)",128.4463,26.5151,703.049,139.3946,177.2029,127.7095,76.3782,114.1875
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019214211930_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-08-02 21:19:30 UTC,06093,0601,003,151693.0,2.0195,203.4093,"(2.0195,203.4093)",98.5173,26.7014,712.9668,121.6049,188.1187,99.2657,10.679,77.2305
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019214212022_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-08-02 21:20:22 UTC,06093,0601,004,11754.0,101.1784,264.1353,"(101.1784,264.1353)",175.1067,25.5161,651.0729,192.8735,234.5058,184.3101,120.7418,164.0199
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019217202836_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-08-05 20:28:36 UTC,06139,0601,004,686471.0,80.1104,372.8768,"(80.1104,372.8768)",204.0737,29.2749,857.0204,224.1281,274.4734,208.1569,140.1931,190.5538
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019220193717_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-08-08 19:37:17 UTC,06185,0601,004,452.0,108.2728,158.5083,"(108.2728,158.5083)",145.0679,9.7295,94.6639,151.3975,158.5083,146.7018,130.3745,141.9149
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019221020650_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-08-09 02:06:50 UTC,06189,0601,005,1567087.0,17.7807,1465.6423,"(17.7807,1465.6423)",68.2462,56.3251,3172.5182,90.1094,180.7181,43.5585,17.7807,29.7036
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019221184726_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-08-09 18:47:26 UTC,06200,0601,003,470935.0,0.4733,324.8834,"(0.4733,324.8834)",188.8869,48.4632,2348.6828,224.9152,324.8834,192.3239,54.5213,156.7531
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019221184817_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-08-09 18:48:17 UTC,06200,0601,004,148915.0,71.4143,317.6854,"(71.4143,317.6854)",216.0498,25.8477,668.1019,235.1127,288.584,216.1657,146.2653,199.4562
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019225002602_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-08-13 00:26:02 UTC,06250,0601,003,1133775.0,32.9873,279.3273,"(32.9873,279.3273)",73.1592,16.7209,279.587,78.0805,99.6789,70.2785,42.0828,63.6811
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019225170648_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-08-13 17:06:48 UTC,06261,0601,003,1323734.0,9.0383,289.0998,"(9.0383,289.0998)",214.7531,30.2808,916.9288,235.6758,286.2939,220.8747,150.1862,201.4797
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019228224621_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-08-16 22:46:21 UTC,06311,0601,003,271733.0,41.48,498.4547,"(41.48,498.4547)",135.6493,28.4743,810.7853,147.4892,184.4979,136.9854,85.8086,122.8166
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019229152738_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-08-17 15:27:38 UTC,06322,0601,003,57864.0,89.2786,176.9497,"(89.2786,176.9497)",138.4795,18.497,342.1396,154.2552,176.9497,141.1283,89.2786,124.6309
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019231215653_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-08-19 21:56:53 UTC,06357,0601,003,68081.0,86.917,240.0988,"(86.917,240.0988)",140.5838,14.2414,202.8189,151.8002,185.58,138.6995,95.3706,129.1659
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019232143745_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-08-20 14:37:45 UTC,06368,0601,003,331789.0,41.112,111.1831,"(41.112,111.1831)",72.2744,11.7368,137.7515,79.9525,102.6333,71.7863,42.1526,64.8283
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019232143837_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-08-20 14:38:37 UTC,06368,0601,004,1264937.0,46.2802,238.8186,"(46.2802,238.8186)",92.5157,15.7756,248.8709,103.4223,136.8095,91.0513,47.7927,81.161
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019232210758_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-08-20 21:07:58 UTC,06372,0601,002,1117280.0,41.8001,355.6866,"(41.8001,355.6866)",170.8864,28.3701,804.8598,188.5509,235.9827,176.7274,109.4823,156.9233
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019232210850_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-08-20 21:08:50 UTC,06372,0601,003,105887.0,54.1476,289.3891,"(54.1476,289.3891)",135.0556,38.1558,1455.8686,165.1284,259.0025,142.2438,54.1476,102.2728
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019235201840_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-08-23 20:18:40 UTC,06418,0601,009,612626.0,32.2534,355.976,"(32.2534,355.976)",115.4269,45.9978,2115.7982,143.5427,238.7331,102.7353,32.2534,80.0766
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_doy2019236193011_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,aid0001,2019-08-24 19:30:11 UTC,06433,0601,003,421218.0,87.5208,311.8106,"(87.5208,311.8106)",185.4371,26.3872,696.285,205.4989,263.4944,187.4567,108.836,166.8322
